job_id,job_title,salary_usd,salary_currency,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name,skills_list
AI08248,Machine Learning Researcher,90540,USD,MI,FT,Norway,S,Chile,100,"Data Visualization, R, Python, TensorFlow",Associate,2,Education,2024-11-11,2024-12-27,2176,9.9,Quantum Computing Inc,"['Data Visualization', 'R', 'Python', 'TensorFlow']"
AI08249,AI Software Engineer,98359,USD,MI,FL,United States,M,Spain,100,"Git, AWS, Hadoop, R",Associate,2,Real Estate,2024-10-13,2024-12-22,628,7.9,Cognitive Computing,"['Git', 'AWS', 'Hadoop', 'R']"
AI08250,Deep Learning Engineer,60172,USD,EN,FT,Finland,M,Finland,50,"Python, Azure, Tableau",Associate,1,Automotive,2024-01-17,2024-02-14,2166,9.6,Cloud AI Solutions,"['Python', 'Azure', 'Tableau']"
AI08251,Data Engineer,59702,USD,MI,CT,South Korea,S,South Korea,0,"Statistics, Data Visualization, AWS, Mathematics, Python",Bachelor,4,Real Estate,2024-06-30,2024-08-30,2287,8.0,AI Innovations,"['Statistics', 'Data Visualization', 'AWS', 'Mathematics', 'Python']"
AI08252,Research Scientist,231158,USD,EX,CT,United States,M,Belgium,0,"GCP, Java, Hadoop, Scala",Associate,11,Government,2024-09-01,2024-11-09,1335,5.6,Cognitive Computing,"['GCP', 'Java', 'Hadoop', 'Scala']"
AI08253,Principal Data Scientist,56253,EUR,EN,PT,France,S,Sweden,0,"Tableau, Git, PyTorch, TensorFlow",Associate,1,Real Estate,2024-08-26,2024-09-26,1976,6.2,Autonomous Tech,"['Tableau', 'Git', 'PyTorch', 'TensorFlow']"
AI08254,AI Product Manager,66100,USD,EN,PT,Ireland,S,Ireland,100,"Deep Learning, Python, Tableau, Hadoop",Master,1,Government,2024-09-23,2024-11-15,1415,9.7,AI Innovations,"['Deep Learning', 'Python', 'Tableau', 'Hadoop']"
AI08255,AI Software Engineer,43269,USD,MI,FT,China,M,China,100,"SQL, MLOps, PyTorch, Statistics, Python",Associate,3,Finance,2024-09-20,2024-10-05,2402,8.5,DeepTech Ventures,"['SQL', 'MLOps', 'PyTorch', 'Statistics', 'Python']"
AI08256,AI Software Engineer,87445,SGD,EN,PT,Singapore,L,Singapore,0,"Scala, Python, TensorFlow, AWS, Mathematics",Associate,0,Consulting,2025-01-13,2025-03-16,2260,6.9,Cloud AI Solutions,"['Scala', 'Python', 'TensorFlow', 'AWS', 'Mathematics']"
AI08257,Deep Learning Engineer,125861,EUR,SE,FL,Netherlands,L,Netherlands,0,"AWS, Java, Python",Bachelor,9,Technology,2025-02-15,2025-03-06,574,7.0,Machine Intelligence Group,"['AWS', 'Java', 'Python']"
AI08258,AI Specialist,218971,GBP,EX,PT,United Kingdom,S,Ukraine,0,"PyTorch, Hadoop, Kubernetes, Azure",Master,14,Telecommunications,2024-08-27,2024-11-07,2328,5.7,AI Innovations,"['PyTorch', 'Hadoop', 'Kubernetes', 'Azure']"
AI08259,AI Software Engineer,192168,USD,EX,FL,Ireland,L,Ireland,100,"SQL, Azure, Kubernetes, GCP, NLP",Master,13,Finance,2024-08-18,2024-10-01,1469,7.6,Quantum Computing Inc,"['SQL', 'Azure', 'Kubernetes', 'GCP', 'NLP']"
AI08260,AI Product Manager,159792,EUR,EX,FL,Austria,M,Austria,100,"R, NLP, Data Visualization, Kubernetes",PhD,19,Healthcare,2024-07-01,2024-07-24,576,8.3,AI Innovations,"['R', 'NLP', 'Data Visualization', 'Kubernetes']"
AI08261,Autonomous Systems Engineer,228879,EUR,EX,FT,Germany,L,Australia,100,"Tableau, Java, Python",Master,13,Real Estate,2024-12-20,2025-01-12,1732,7.4,Machine Intelligence Group,"['Tableau', 'Java', 'Python']"
AI08262,AI Product Manager,213850,GBP,EX,FT,United Kingdom,S,United Kingdom,50,"Python, Docker, Hadoop, Statistics",Associate,13,Real Estate,2024-12-05,2025-01-07,1984,6.2,Digital Transformation LLC,"['Python', 'Docker', 'Hadoop', 'Statistics']"
AI08263,Machine Learning Engineer,161935,USD,EX,CT,Sweden,S,Spain,50,"AWS, Azure, Deep Learning, Python",Bachelor,14,Finance,2025-01-12,2025-02-12,2282,6.1,AI Innovations,"['AWS', 'Azure', 'Deep Learning', 'Python']"
AI08264,NLP Engineer,46071,USD,EN,FT,Finland,S,Finland,50,"Python, Kubernetes, R",Associate,1,Finance,2024-09-11,2024-11-23,1573,8.8,AI Innovations,"['Python', 'Kubernetes', 'R']"
AI08265,Head of AI,138140,SGD,SE,PT,Singapore,M,Singapore,0,"Python, Statistics, Mathematics",Associate,9,Technology,2024-02-11,2024-03-10,1215,5.5,Advanced Robotics,"['Python', 'Statistics', 'Mathematics']"
AI08266,NLP Engineer,40218,USD,MI,FT,India,L,India,0,"Deep Learning, Mathematics, Data Visualization",Master,2,Education,2024-01-01,2024-01-23,1620,7.2,Future Systems,"['Deep Learning', 'Mathematics', 'Data Visualization']"
AI08267,Robotics Engineer,69695,CAD,EN,CT,Canada,L,Canada,0,"Hadoop, Java, Scala, Azure",Associate,1,Media,2024-06-03,2024-06-22,1729,6.4,Autonomous Tech,"['Hadoop', 'Java', 'Scala', 'Azure']"
AI08268,Machine Learning Researcher,87123,EUR,MI,PT,Germany,L,Germany,100,"Scala, Data Visualization, Statistics",Associate,4,Energy,2025-03-20,2025-05-13,1316,6.3,Cloud AI Solutions,"['Scala', 'Data Visualization', 'Statistics']"
AI08269,Data Engineer,88198,USD,MI,PT,Israel,S,Israel,100,"Spark, PyTorch, Tableau",PhD,3,Energy,2025-01-22,2025-03-21,715,7.3,Smart Analytics,"['Spark', 'PyTorch', 'Tableau']"
AI08270,AI Product Manager,64179,USD,EN,PT,Sweden,S,Sweden,100,"Java, Git, AWS, Linux, Computer Vision",Associate,0,Consulting,2024-07-13,2024-08-11,1398,9.8,DataVision Ltd,"['Java', 'Git', 'AWS', 'Linux', 'Computer Vision']"
AI08271,ML Ops Engineer,85336,USD,MI,CT,Ireland,M,Ireland,100,"Kubernetes, TensorFlow, Tableau, MLOps, Data Visualization",Master,4,Manufacturing,2024-11-05,2024-12-23,754,6.4,TechCorp Inc,"['Kubernetes', 'TensorFlow', 'Tableau', 'MLOps', 'Data Visualization']"
AI08272,Head of AI,83626,AUD,MI,FL,Australia,L,Hungary,0,"Linux, Kubernetes, Scala, Java",PhD,2,Government,2025-03-28,2025-04-18,1439,8.6,Future Systems,"['Linux', 'Kubernetes', 'Scala', 'Java']"
AI08273,AI Product Manager,103151,USD,MI,PT,United States,L,United States,50,"Data Visualization, Scala, Tableau",PhD,4,Gaming,2024-11-10,2024-12-04,1252,6.1,Quantum Computing Inc,"['Data Visualization', 'Scala', 'Tableau']"
AI08274,Principal Data Scientist,71248,USD,MI,CT,South Korea,L,South Korea,0,"Data Visualization, Tableau, SQL, NLP, Python",PhD,3,Real Estate,2025-03-01,2025-04-26,1534,10.0,Advanced Robotics,"['Data Visualization', 'Tableau', 'SQL', 'NLP', 'Python']"
AI08275,Data Scientist,85197,USD,EN,FL,Ireland,L,Ireland,0,"Docker, Git, Data Visualization",PhD,1,Energy,2024-07-26,2024-09-25,590,6.8,TechCorp Inc,"['Docker', 'Git', 'Data Visualization']"
AI08276,AI Consultant,48680,USD,EN,FL,South Korea,S,South Korea,0,"Hadoop, Computer Vision, AWS, PyTorch",Associate,0,Retail,2024-10-05,2024-12-07,1515,9.8,Quantum Computing Inc,"['Hadoop', 'Computer Vision', 'AWS', 'PyTorch']"
AI08277,Head of AI,104442,USD,EN,FL,Norway,M,Norway,50,"Hadoop, R, SQL, MLOps, NLP",PhD,0,Manufacturing,2025-03-21,2025-04-10,1557,8.3,Algorithmic Solutions,"['Hadoop', 'R', 'SQL', 'MLOps', 'NLP']"
AI08278,AI Software Engineer,108808,EUR,SE,FT,Germany,M,Germany,50,"Data Visualization, PyTorch, Scala, AWS",Bachelor,7,Energy,2024-11-29,2025-01-17,851,5.9,DeepTech Ventures,"['Data Visualization', 'PyTorch', 'Scala', 'AWS']"
AI08279,Head of AI,222268,EUR,EX,CT,France,L,France,0,"Azure, Kubernetes, Statistics",Associate,12,Automotive,2024-11-20,2024-12-13,1598,8.2,TechCorp Inc,"['Azure', 'Kubernetes', 'Statistics']"
AI08280,AI Research Scientist,69400,USD,MI,CT,Finland,M,Turkey,0,"Deep Learning, Data Visualization, Tableau, Spark, Computer Vision",PhD,2,Real Estate,2024-04-27,2024-06-19,909,6.3,Smart Analytics,"['Deep Learning', 'Data Visualization', 'Tableau', 'Spark', 'Computer Vision']"
AI08281,ML Ops Engineer,146017,JPY,EX,CT,Japan,S,Colombia,0,"Linux, Deep Learning, SQL",PhD,17,Gaming,2024-02-07,2024-03-10,551,8.4,Advanced Robotics,"['Linux', 'Deep Learning', 'SQL']"
AI08282,AI Architect,128715,SGD,SE,CT,Singapore,M,Singapore,50,"Python, Deep Learning, Java, SQL",Bachelor,7,Technology,2024-11-05,2024-11-22,1880,6.0,Smart Analytics,"['Python', 'Deep Learning', 'Java', 'SQL']"
AI08283,Principal Data Scientist,291772,CHF,EX,PT,Switzerland,M,Switzerland,50,"Kubernetes, Docker, SQL, Tableau",Associate,15,Telecommunications,2024-01-02,2024-02-19,1924,6.9,Future Systems,"['Kubernetes', 'Docker', 'SQL', 'Tableau']"
AI08284,Robotics Engineer,88229,USD,SE,FT,South Korea,M,Germany,50,"Docker, Azure, Mathematics, Java",Associate,5,Telecommunications,2024-03-12,2024-04-26,2075,5.3,Cognitive Computing,"['Docker', 'Azure', 'Mathematics', 'Java']"
AI08285,Head of AI,125238,AUD,SE,PT,Australia,S,Japan,0,"Deep Learning, AWS, R, Python",Master,5,Gaming,2024-01-16,2024-02-18,2338,6.0,Digital Transformation LLC,"['Deep Learning', 'AWS', 'R', 'Python']"
AI08286,Autonomous Systems Engineer,59375,USD,EN,FL,Finland,S,Finland,0,"R, Tableau, Scala",Bachelor,0,Technology,2024-11-20,2024-12-16,2109,9.5,Advanced Robotics,"['R', 'Tableau', 'Scala']"
AI08287,Computer Vision Engineer,200898,USD,EX,FL,Sweden,L,Sweden,100,"MLOps, Git, SQL",Bachelor,16,Automotive,2024-10-11,2024-10-26,2127,9.4,Advanced Robotics,"['MLOps', 'Git', 'SQL']"
AI08288,AI Architect,70777,USD,EX,CT,India,L,India,0,"Linux, Hadoop, Kubernetes",Associate,18,Retail,2024-10-07,2024-11-10,1846,8.8,DataVision Ltd,"['Linux', 'Hadoop', 'Kubernetes']"
AI08289,Head of AI,174280,GBP,EX,PT,United Kingdom,M,Singapore,0,"Git, GCP, MLOps, Python, Azure",PhD,11,Real Estate,2024-10-06,2024-12-05,1269,8.2,DataVision Ltd,"['Git', 'GCP', 'MLOps', 'Python', 'Azure']"
AI08290,Autonomous Systems Engineer,83034,CAD,MI,FL,Canada,M,Canada,50,"Azure, PyTorch, Scala, Git, TensorFlow",Bachelor,3,Real Estate,2025-01-07,2025-02-17,2323,7.6,Autonomous Tech,"['Azure', 'PyTorch', 'Scala', 'Git', 'TensorFlow']"
AI08291,Machine Learning Engineer,80523,USD,MI,FT,South Korea,L,South Korea,100,"Statistics, PyTorch, NLP, Azure",Master,3,Real Estate,2025-04-06,2025-05-22,2395,6.7,Quantum Computing Inc,"['Statistics', 'PyTorch', 'NLP', 'Azure']"
AI08292,Machine Learning Engineer,85363,USD,EN,CT,Sweden,L,Turkey,50,"Python, SQL, Linux, GCP, Hadoop",Bachelor,0,Media,2024-03-19,2024-04-07,601,9.8,Machine Intelligence Group,"['Python', 'SQL', 'Linux', 'GCP', 'Hadoop']"
AI08293,NLP Engineer,84635,USD,EN,CT,Denmark,M,Denmark,0,"Tableau, SQL, Scala",PhD,1,Retail,2024-04-02,2024-04-19,1101,8.4,Machine Intelligence Group,"['Tableau', 'SQL', 'Scala']"
AI08294,AI Research Scientist,92637,EUR,SE,PT,Germany,S,Germany,0,"GCP, Mathematics, Git, SQL",Associate,7,Real Estate,2024-10-31,2024-12-12,716,7.4,AI Innovations,"['GCP', 'Mathematics', 'Git', 'SQL']"
AI08295,AI Research Scientist,135123,SGD,SE,FT,Singapore,S,Singapore,0,"MLOps, Spark, Deep Learning, AWS, R",Associate,7,Telecommunications,2024-08-25,2024-09-10,596,9.9,Future Systems,"['MLOps', 'Spark', 'Deep Learning', 'AWS', 'R']"
AI08296,Principal Data Scientist,73693,USD,EX,CT,China,S,China,50,"R, Deep Learning, Statistics, Python, TensorFlow",Associate,13,Healthcare,2024-01-01,2024-02-25,1055,9.1,Cloud AI Solutions,"['R', 'Deep Learning', 'Statistics', 'Python', 'TensorFlow']"
AI08297,AI Specialist,62151,USD,SE,FL,China,M,China,100,"TensorFlow, Python, Java",Bachelor,6,Government,2024-03-16,2024-04-17,1507,7.1,AI Innovations,"['TensorFlow', 'Python', 'Java']"
AI08298,Data Engineer,107829,CHF,MI,FL,Switzerland,S,Switzerland,0,"Spark, TensorFlow, Python, Git",Bachelor,3,Government,2024-07-27,2024-09-17,815,5.8,Cloud AI Solutions,"['Spark', 'TensorFlow', 'Python', 'Git']"
AI08299,Robotics Engineer,149913,GBP,SE,FT,United Kingdom,M,Mexico,100,"Kubernetes, SQL, Statistics, MLOps, Azure",Associate,8,Manufacturing,2024-12-15,2025-01-22,1153,5.7,Neural Networks Co,"['Kubernetes', 'SQL', 'Statistics', 'MLOps', 'Azure']"
AI08300,Head of AI,147367,USD,SE,PT,United States,M,Denmark,50,"Data Visualization, Scala, AWS, Computer Vision, SQL",Bachelor,9,Automotive,2025-04-13,2025-06-11,2235,5.2,Cloud AI Solutions,"['Data Visualization', 'Scala', 'AWS', 'Computer Vision', 'SQL']"
AI08301,Research Scientist,143496,USD,EX,FT,Finland,M,Finland,50,"Linux, Kubernetes, Docker, Tableau",PhD,15,Consulting,2024-01-29,2024-02-23,962,7.3,Machine Intelligence Group,"['Linux', 'Kubernetes', 'Docker', 'Tableau']"
AI08302,AI Architect,265331,USD,EX,FT,Norway,L,Netherlands,50,"Deep Learning, Hadoop, R, SQL, NLP",Master,10,Healthcare,2024-05-25,2024-06-21,605,6.3,Quantum Computing Inc,"['Deep Learning', 'Hadoop', 'R', 'SQL', 'NLP']"
AI08303,AI Product Manager,72261,EUR,EN,PT,Germany,S,Germany,0,"Data Visualization, Python, Hadoop, Linux, Java",Associate,1,Manufacturing,2024-06-18,2024-08-14,2384,5.7,DataVision Ltd,"['Data Visualization', 'Python', 'Hadoop', 'Linux', 'Java']"
AI08304,AI Specialist,255237,CHF,EX,CT,Switzerland,S,Mexico,50,"Azure, TensorFlow, Tableau, Data Visualization, GCP",Bachelor,12,Gaming,2024-02-16,2024-03-30,969,7.7,TechCorp Inc,"['Azure', 'TensorFlow', 'Tableau', 'Data Visualization', 'GCP']"
AI08305,AI Specialist,61670,USD,EN,PT,Ireland,M,Ireland,0,"Kubernetes, Python, Spark, Data Visualization",Associate,1,Retail,2024-10-05,2024-12-07,567,8.0,Smart Analytics,"['Kubernetes', 'Python', 'Spark', 'Data Visualization']"
AI08306,AI Product Manager,92113,USD,MI,PT,Ireland,M,Ireland,50,"Azure, Python, Data Visualization, Java, GCP",Master,3,Automotive,2024-05-05,2024-07-02,2339,6.7,Neural Networks Co,"['Azure', 'Python', 'Data Visualization', 'Java', 'GCP']"
AI08307,Head of AI,291884,EUR,EX,PT,Germany,L,Philippines,100,"Data Visualization, Mathematics, SQL",Bachelor,17,Consulting,2025-01-13,2025-02-14,859,7.4,Advanced Robotics,"['Data Visualization', 'Mathematics', 'SQL']"
AI08308,Autonomous Systems Engineer,180243,JPY,EX,PT,Japan,L,Japan,0,"AWS, Hadoop, Java",Bachelor,18,Retail,2025-01-20,2025-03-27,2024,9.9,DeepTech Ventures,"['AWS', 'Hadoop', 'Java']"
AI08309,AI Product Manager,57135,USD,EX,CT,India,M,India,0,"PyTorch, Git, Data Visualization, Scala, Hadoop",Bachelor,10,Automotive,2025-02-07,2025-03-09,1222,8.6,Autonomous Tech,"['PyTorch', 'Git', 'Data Visualization', 'Scala', 'Hadoop']"
AI08310,Deep Learning Engineer,109488,SGD,SE,FT,Singapore,S,Chile,100,"Linux, SQL, NLP",Bachelor,7,Healthcare,2024-05-13,2024-06-30,1770,5.8,Algorithmic Solutions,"['Linux', 'SQL', 'NLP']"
AI08311,Head of AI,124520,USD,MI,FT,Denmark,S,Mexico,0,"Git, AWS, Kubernetes",Associate,4,Media,2024-03-09,2024-05-12,922,6.9,DataVision Ltd,"['Git', 'AWS', 'Kubernetes']"
AI08312,Deep Learning Engineer,127767,USD,MI,CT,United States,M,United States,50,"Spark, GCP, PyTorch, Mathematics",Associate,4,Transportation,2024-05-01,2024-07-08,1260,7.7,Autonomous Tech,"['Spark', 'GCP', 'PyTorch', 'Mathematics']"
AI08313,Robotics Engineer,80406,USD,MI,FT,Sweden,M,Sweden,0,"MLOps, Azure, Deep Learning",PhD,3,Media,2024-11-01,2024-11-26,1697,6.8,Predictive Systems,"['MLOps', 'Azure', 'Deep Learning']"
AI08314,AI Consultant,82023,CAD,MI,CT,Canada,L,Canada,50,"Linux, Python, TensorFlow, PyTorch",Associate,4,Media,2024-04-14,2024-06-25,1382,9.6,TechCorp Inc,"['Linux', 'Python', 'TensorFlow', 'PyTorch']"
AI08315,Research Scientist,128543,SGD,SE,CT,Singapore,M,Singapore,50,"Python, Spark, PyTorch, Kubernetes",Master,8,Energy,2024-08-05,2024-09-25,514,8.0,Advanced Robotics,"['Python', 'Spark', 'PyTorch', 'Kubernetes']"
AI08316,Deep Learning Engineer,75558,USD,MI,PT,Sweden,M,Sweden,100,"Spark, Python, SQL, GCP",Associate,2,Transportation,2024-12-21,2025-01-27,1422,6.4,Quantum Computing Inc,"['Spark', 'Python', 'SQL', 'GCP']"
AI08317,NLP Engineer,72192,GBP,EN,PT,United Kingdom,M,Poland,50,"Kubernetes, Java, Hadoop",Master,0,Manufacturing,2024-09-08,2024-09-26,501,7.4,Cognitive Computing,"['Kubernetes', 'Java', 'Hadoop']"
AI08318,Data Scientist,68382,EUR,EN,PT,Germany,S,Germany,0,"Deep Learning, Git, Java, SQL",PhD,1,Automotive,2024-03-23,2024-04-26,2001,8.9,Digital Transformation LLC,"['Deep Learning', 'Git', 'Java', 'SQL']"
AI08319,Machine Learning Engineer,37162,USD,SE,FT,India,S,China,100,"Scala, Mathematics, Deep Learning",Master,5,Retail,2024-12-14,2025-02-04,1613,7.5,Algorithmic Solutions,"['Scala', 'Mathematics', 'Deep Learning']"
AI08320,Data Engineer,90745,EUR,MI,CT,Netherlands,S,Netherlands,50,"Tableau, SQL, Scala, PyTorch, Python",Master,2,Automotive,2024-08-28,2024-11-03,2203,9.5,AI Innovations,"['Tableau', 'SQL', 'Scala', 'PyTorch', 'Python']"
AI08321,Data Engineer,68389,USD,EN,CT,Finland,M,Finland,50,"Hadoop, Python, TensorFlow",Bachelor,1,Automotive,2024-05-27,2024-07-04,1625,8.4,Machine Intelligence Group,"['Hadoop', 'Python', 'TensorFlow']"
AI08322,Deep Learning Engineer,52150,USD,EX,CT,India,S,Japan,50,"PyTorch, MLOps, SQL",Master,16,Telecommunications,2024-02-15,2024-03-10,839,8.4,AI Innovations,"['PyTorch', 'MLOps', 'SQL']"
AI08323,Machine Learning Engineer,70856,USD,MI,CT,Israel,M,Israel,0,"Kubernetes, Git, Spark, Scala",Bachelor,2,Manufacturing,2024-03-08,2024-05-13,1675,6.1,Cognitive Computing,"['Kubernetes', 'Git', 'Spark', 'Scala']"
AI08324,AI Product Manager,70901,USD,EN,FT,Sweden,L,Sweden,0,"AWS, Python, Git, Deep Learning, TensorFlow",Bachelor,0,Education,2024-03-22,2024-04-23,1246,8.0,Cloud AI Solutions,"['AWS', 'Python', 'Git', 'Deep Learning', 'TensorFlow']"
AI08325,Machine Learning Engineer,18392,USD,EN,CT,India,S,Colombia,100,"Spark, Git, R, Java",PhD,0,Manufacturing,2024-02-18,2024-03-09,1206,9.7,Machine Intelligence Group,"['Spark', 'Git', 'R', 'Java']"
AI08326,Machine Learning Engineer,72083,GBP,MI,CT,United Kingdom,S,United Kingdom,100,"Scala, Git, Kubernetes, SQL, AWS",Master,4,Energy,2024-02-27,2024-04-26,1006,9.8,Advanced Robotics,"['Scala', 'Git', 'Kubernetes', 'SQL', 'AWS']"
AI08327,Data Engineer,80363,EUR,EN,FL,Netherlands,M,United States,0,"Computer Vision, Spark, Deep Learning, SQL",Bachelor,1,Education,2025-04-30,2025-06-13,2448,8.5,Future Systems,"['Computer Vision', 'Spark', 'Deep Learning', 'SQL']"
AI08328,Deep Learning Engineer,81508,USD,EX,PT,India,L,India,50,"Hadoop, NLP, Deep Learning, Tableau, Kubernetes",Master,10,Healthcare,2024-07-16,2024-09-17,1183,9.4,Cognitive Computing,"['Hadoop', 'NLP', 'Deep Learning', 'Tableau', 'Kubernetes']"
AI08329,Computer Vision Engineer,58680,CAD,EN,FT,Canada,M,Ghana,100,"Docker, Scala, SQL, Kubernetes",Bachelor,1,Real Estate,2025-03-24,2025-05-02,1626,5.9,DeepTech Ventures,"['Docker', 'Scala', 'SQL', 'Kubernetes']"
AI08330,Deep Learning Engineer,127110,EUR,SE,PT,Netherlands,L,Switzerland,100,"NLP, SQL, Linux, Git, GCP",PhD,6,Education,2024-10-21,2024-12-27,1388,9.8,DataVision Ltd,"['NLP', 'SQL', 'Linux', 'Git', 'GCP']"
AI08331,Deep Learning Engineer,35777,USD,EN,PT,China,L,China,0,"Hadoop, Java, Data Visualization, NLP",Master,1,Consulting,2024-02-04,2024-03-12,2081,6.0,Digital Transformation LLC,"['Hadoop', 'Java', 'Data Visualization', 'NLP']"
AI08332,AI Architect,137961,EUR,SE,FL,Netherlands,M,Netherlands,100,"Spark, Data Visualization, Kubernetes",Master,7,Finance,2025-02-23,2025-04-23,1015,8.2,Quantum Computing Inc,"['Spark', 'Data Visualization', 'Kubernetes']"
AI08333,Data Analyst,93307,CHF,EN,FL,Switzerland,L,Switzerland,50,"SQL, PyTorch, TensorFlow, Linux",Master,0,Manufacturing,2024-03-30,2024-05-22,1208,6.4,Machine Intelligence Group,"['SQL', 'PyTorch', 'TensorFlow', 'Linux']"
AI08334,Autonomous Systems Engineer,90828,AUD,EN,FL,Australia,L,Australia,100,"Git, MLOps, Data Visualization",Bachelor,0,Education,2024-02-15,2024-03-30,1635,7.5,Cognitive Computing,"['Git', 'MLOps', 'Data Visualization']"
AI08335,Data Engineer,42637,USD,SE,PT,India,M,India,0,"SQL, PyTorch, Linux, Scala",PhD,8,Retail,2024-07-27,2024-10-03,1949,7.8,DataVision Ltd,"['SQL', 'PyTorch', 'Linux', 'Scala']"
AI08336,Machine Learning Engineer,183463,USD,EX,CT,Denmark,S,Denmark,50,"Python, Computer Vision, Tableau, TensorFlow, Git",Associate,19,Automotive,2024-04-18,2024-05-24,674,5.9,Future Systems,"['Python', 'Computer Vision', 'Tableau', 'TensorFlow', 'Git']"
AI08337,Machine Learning Engineer,110858,AUD,MI,CT,Australia,L,Ireland,100,"PyTorch, Java, Tableau, Docker, Statistics",Associate,2,Manufacturing,2025-04-03,2025-05-15,1345,8.7,Cloud AI Solutions,"['PyTorch', 'Java', 'Tableau', 'Docker', 'Statistics']"
AI08338,AI Consultant,187012,USD,EX,CT,Finland,S,Finland,0,"Git, Azure, Computer Vision, Kubernetes",Master,13,Government,2024-03-21,2024-04-07,640,8.1,Algorithmic Solutions,"['Git', 'Azure', 'Computer Vision', 'Kubernetes']"
AI08339,AI Software Engineer,267395,USD,EX,PT,United States,L,United States,0,"Python, TensorFlow, Computer Vision, Statistics",Associate,17,Retail,2024-04-05,2024-05-03,2448,5.1,TechCorp Inc,"['Python', 'TensorFlow', 'Computer Vision', 'Statistics']"
AI08340,AI Software Engineer,49037,JPY,EN,PT,Japan,S,Sweden,50,"Computer Vision, Azure, Statistics, SQL, Spark",Bachelor,0,Government,2024-07-25,2024-08-29,2046,8.4,Machine Intelligence Group,"['Computer Vision', 'Azure', 'Statistics', 'SQL', 'Spark']"
AI08341,Deep Learning Engineer,231031,USD,EX,FL,Ireland,L,Ireland,100,"NLP, AWS, SQL, Computer Vision",PhD,16,Automotive,2025-02-18,2025-04-10,1911,8.1,Future Systems,"['NLP', 'AWS', 'SQL', 'Computer Vision']"
AI08342,AI Specialist,265453,USD,EX,CT,Ireland,L,Ireland,50,"MLOps, AWS, Kubernetes, Scala, Hadoop",Master,14,Automotive,2024-12-24,2025-01-14,1989,7.9,Machine Intelligence Group,"['MLOps', 'AWS', 'Kubernetes', 'Scala', 'Hadoop']"
AI08343,AI Consultant,82540,USD,MI,CT,Israel,S,Israel,100,"Git, AWS, Python, Computer Vision, Statistics",Bachelor,2,Gaming,2025-02-05,2025-04-01,2265,7.7,Cloud AI Solutions,"['Git', 'AWS', 'Python', 'Computer Vision', 'Statistics']"
AI08344,AI Specialist,126029,USD,SE,FL,Israel,S,Israel,50,"Spark, Docker, Computer Vision, Statistics, Python",Master,6,Automotive,2025-02-23,2025-04-07,1666,8.1,Predictive Systems,"['Spark', 'Docker', 'Computer Vision', 'Statistics', 'Python']"
AI08345,AI Architect,224510,JPY,EX,PT,Japan,S,Japan,50,"PyTorch, Docker, Git",Bachelor,14,Technology,2025-02-07,2025-04-17,2078,8.4,AI Innovations,"['PyTorch', 'Docker', 'Git']"
AI08346,Research Scientist,76405,USD,EN,FT,Denmark,L,Denmark,0,"Data Visualization, AWS, Spark, Mathematics",Bachelor,1,Gaming,2024-04-13,2024-05-03,1596,7.1,Algorithmic Solutions,"['Data Visualization', 'AWS', 'Spark', 'Mathematics']"
AI08347,Machine Learning Researcher,57273,USD,EN,FL,Israel,L,Israel,0,"Kubernetes, SQL, Mathematics",Bachelor,1,Transportation,2025-01-20,2025-03-23,984,7.8,Neural Networks Co,"['Kubernetes', 'SQL', 'Mathematics']"
AI08348,Robotics Engineer,78816,USD,MI,FL,South Korea,L,South Korea,50,"Linux, Computer Vision, R, Statistics",Associate,2,Gaming,2024-01-23,2024-02-19,1491,7.0,DataVision Ltd,"['Linux', 'Computer Vision', 'R', 'Statistics']"
AI08349,AI Specialist,129597,USD,EX,FL,Ireland,S,Thailand,50,"Kubernetes, SQL, Statistics, Computer Vision, Java",Master,19,Real Estate,2024-09-25,2024-11-11,1470,7.5,DeepTech Ventures,"['Kubernetes', 'SQL', 'Statistics', 'Computer Vision', 'Java']"
AI08350,Robotics Engineer,78527,USD,EX,PT,India,L,India,50,"SQL, Tableau, Linux",PhD,16,Energy,2025-01-12,2025-02-13,1545,6.5,Neural Networks Co,"['SQL', 'Tableau', 'Linux']"
AI08351,AI Consultant,147701,GBP,SE,FT,United Kingdom,L,Finland,50,"Computer Vision, Spark, Statistics, Python",Associate,7,Finance,2024-08-08,2024-09-20,623,8.0,Autonomous Tech,"['Computer Vision', 'Spark', 'Statistics', 'Python']"
AI08352,Machine Learning Researcher,124500,USD,SE,PT,Israel,L,Israel,100,"Git, Data Visualization, NLP",Associate,6,Consulting,2024-09-22,2024-11-26,2444,7.1,DataVision Ltd,"['Git', 'Data Visualization', 'NLP']"
AI08353,Data Engineer,30093,USD,MI,FT,India,L,India,100,"Python, Computer Vision, Statistics",PhD,2,Real Estate,2024-07-08,2024-07-23,1079,5.6,DeepTech Ventures,"['Python', 'Computer Vision', 'Statistics']"
AI08354,Computer Vision Engineer,95154,USD,MI,CT,Sweden,M,Sweden,100,"Git, NLP, GCP",Bachelor,4,Gaming,2024-03-22,2024-04-23,755,5.8,Future Systems,"['Git', 'NLP', 'GCP']"
